,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
1923, ROBERT ANDREW MR. BURNS,NH,339327.75,,,NH-2,67
1924, JEFFREY GREESON,NH,1147.64,,,,
1925, JEFF COZZENS,NH,169553.86,,,,
1926, LILY TANG WILLIAMS,NH,155282.81,,,,
1927, GEORGE HANSEL,NH,351825.14,,,,
1928, GARY LAMBERT,NH,0.0,,,,
1929, MARIO DESANTIS,NJ,8548.74,,,,
1930, DONALD W NORCROSS,NJ,3516426.04,,,NJ-1,94
1931, DAMON M GALDO,NJ,1829.9,,,,
1932, CLAIRE H. GUSTAFSON,NJ,167831.0,,,NJ-1,89
1933, ROBERT W. PATTERSON,NJ,0.0,,,,
1934, CHARLES PARK,NJ,1863.59,,,,
1935, PATRICIA KLINE,NJ,12688.64,,,,
1936, AMY KENNEDY,NJ,106431.1,,,,
1937, TIMOTHY C ALEXANDER,NJ,479999.76,,,NJ-2,79
1938, HECTOR MR TAVAREZ,NJ,79581.98,,,,
1939, CAROLYN RUSH,NJ,83550.84,,,,
1940, NATHAN I KLEINMAN,NJ,0.0,,,,
1941, ROBERT PATTERSON,NJ,0.0,,,,
1942, FRANK A. LOBIONDO,NJ,65246.75,,,,
1943, JEFF MR VAN DREW,NJ,2765716.8,,,NJ-2,87
1944, BRIAN FITZHERBERT,NJ,17684.33,,,,
1945, HIRSH SINGH,NJ,2504.79,,,,
1946, HOWARD KLEINHENDLER,NJ,677.61,,,,
1947, ANDY KIM,NJ,7445077.23,,,NJ-3,94
1948, DAVID RICHTER,NJ,2983.16,,,,
1949, JOHN J NOVAK,NJ,5885.46,,,,
1950, KATE GIBBS,NJ,3401.5,,,,
1951, SHAWN HYLAND,NJ,62370.0,,,,
1952, ROBERT JR HEALEY,NJ,4652465.77,,,NJ-3,67
1953, IAN SMITH,NJ,173603.28,,,,
1954, NICHOLAS JUDE FERRARA,NJ,70189.7,,,,
1955, H. J SAXTON,NJ,0.0,,,,
1956, STEVEN LONEGAN,NJ,0.0,,,,
1957,GREGORY SOBOCINSKI,NJ,9340.24,,,,
1958, STEPHANIE SCHMID,NJ,18570.03,,,,
1959, MATTHEW JENKINS,NJ,39233.34,,,NJ-4,97
1960, TRICIA FLANAGAN,NJ,10303.01,,,,
1961, MICHAEL BLASI,NJ,83595.46,,,,
1962, DAVID LOREN BURG,NJ,38291.0,,,,
1963, MICHAEL CRISPI,NJ,181869.46,,,,
1964, STEVEN SCOTT MR. GRAY,NJ,113978.53,,,,
1965, CHRISTOPHER H SMITH,NJ,1385505.23,,,NJ-4,95
1966, JASON CULLEN CULLEN,NJ,659.43,,,,
1967, ROY CHO,NJ,2100.0,,,,
1968, JOSH GOTTHEIMER,NJ,3750814.18,,,NJ-5,97
1969, FRANK PALLOTTA,NJ,972644.51,,,NJ-5,88
1970, HECTOR L DR CASTILLO,NJ,0.0,,,,
1971, NICHOLAS A. MR. D'AGOSTINO,NJ,13859.24,,,,
1972, NICHOLAS DE GREGORIO,NJ,924761.41,,,,
1973, FRED SCHNEIDERMAN,NJ,279547.33,,,,
1974, STEVEN LONEGAN,NJ,0.0,,,,
1975, JASON SARNOSKI,NJ,6464.52,,,,
1976, JOHN JOSEPH MR. JR. MCCANN,NJ,3227.43,,,,
1977, TREVOR JAMES MR. FERRIGNO,NJ,2117.42,,,,
1978, LOUIS VELLUCCI,NJ,6784.55,,,,
1979, JOHN HSU,NJ,550.0,,,,
1980, FRANK JR PALLONE,NJ,3651048.77,,,NJ-5,71
1981, SUSAN M KILEY,NJ,399477.05,,,NJ-6,93
1982, RIK MEHTA,NJ,182733.76,,,,
1983, THOMAS AUGUSTINE MR. TOOMEY,NJ,124656.95,,,,
1984, BRENT J SONNEK-SCHMELZ,NJ,0.0,,,,
1985, JANICE KOVACH,NJ,724.0,,,,
1986, SCOTT SALMON,NJ,1437.5,,,,
1987, GOUTAM UMESH MR. JOIS,NJ,0.0,,,,
1988, TOM MALINOWSKI,NJ,9003890.77,,,NJ-7,97
1989, THOMAS H. JR. KEAN,NJ,4426040.8,,,NJ-7,76
1990, ROBERT G. TRUGMAN,NJ,22305.01,,,NJ-8,61
1991, JOHN HENRY ISEMANN,NJ,128309.89,,,,
1992, ERIK PETERSON,NJ,68595.31,,,,
1993, KEVIN BRENDAN MR. DORLON,NJ,32649.67,,,,
1994, JOHN P FLORA,NJ,46909.93,,,,
1995, PHIL RIZZO,NJ,261958.34,,,,
1996, CRAIG P. HEARD,NJ,0.0,,,,
1997, LEONARD LANCE,NJ,23138.73,,,,
1998, VERONICA FERNANDEZ,NJ,4089.97,,,,
1999, MICHAEL PAUL HSING,NJ,700.0,,,,
2000, ROBERT J. MENENDEZ,NJ,1372850.44,,,NJ-8,97
2001, DAVID OCAMPO GRAJALES,NJ,41191.7,,,,
2002, RICARDO LUIS ROJAS,NJ,6753.08,,,,
2003, BRIAN VARELA,NJ,631298.35,,,,
2004, ALBIO SIRES,NJ,344612.51,,,,
2005, MICHAEL WILDES,NJ,3484.0,,,,
2006, WILLIAM J. HON. JR. PASCRELL,NJ,1544431.79,,,,
2007, WILLIAM SREBOE PREMPEH,NJ,292403.19,,,NJ-9,61
2008, PATRICK JAMES MR. III QUINN,NJ,3050.0,,,,
2009, VINCENT MR MICCO,NJ,870.19,,,,
2010, EUGENE D. MAZO,NJ,1931.0,,,,
2011, DONALD M. JR PAYNE,NJ,1470613.67,,,NJ-10,79
2012, IMANI RAINE OAKLEY,NJ,462671.84,,,,
2013, MIKIE SHERRILL,NJ,8666726.61,,,NJ-11,97
2014, JOHN BARTLETT,NJ,0.0,,,,
2015, ROSEMARY BECCHI,NJ,2812.7,,,,
2016, RODNEY P. FRELINGHUYSEN,NJ,132687.77,,,,
2017, HILLERY BROTSCHOL,NJ,13509.09,,,,
2018, ROBERT D. KOVIC,NJ,30658.61,,,,
2019, TAYFUN SELEN,NJ,251540.87,,,,
2020, PAUL DEGROOT,NJ,679374.25,,,NJ-11,96
2021, LAWRENCE A CASHA,NJ,117645.67,,,,
2022, LARRY FRISCIA,NJ,31298.0,,,,
2023, TOBY ANDERSON,NJ,155182.24,,,,
2024, JAY WEBBER,NJ,6315.18,,,,
2025, PETER DE NEUFVILLE,NJ,4126.65,,,,
2026, LINDA GREENSTEIN,NJ,0.0,,,,
2027, BONNIE WATSON COLEMAN,NJ,947647.05,,,NJ-12,98
2028, DARIUS MAYFIELD,NJ,260131.98,,,NJ-12,97
2029, MELANIE STANSBURY,NM,3557854.3,,,NM-1,87
2030, RANDI MCGINN,NM,494581.9,,,,
2031, VICTOR REYES,NM,178468.41,,,,
2032, PATRICIA ROYBAL CABALLERO,NM,12651.53,,,,
2033, GEORGENE LOUIS,NM,101110.95,,,,
2034, FRANCISCO FERNANDEZ,NM,8375.5,,,,
2035, MARTIN HEINRICH,NM,994457.51,,,,
2036, ROBERT L PIDCOCK,NM,0.0,,,,
2037, ANTOINETTE SEDILLO LOPEZ,NM,120038.62,,,,
2038, DEBRA HAALAND,NM,151301.6,,,,
2039, PAUL MOYA,NM,0.0,,,,
2040, MICHELLE GARCIA HOLMES,NM,401711.8,,,NM-1,98
2041, EDDY ARAGON,NM,16146.73,,,,
2042, ELISA MARTINEZ,NM,3350.85,,,NM-3,63
2043, MARK MOORES,NM,781532.96,,,,
2044, LOUIE SANCHEZ,NM,174207.11,,,,
2045, CHRISTOPHER MANNING,NM,2119.87,,,,
2046, AUBREY DUNN,NM,101901.5,,,,
2047, JOHN ARTHUR SMITH,NM,0.0,,,,
2048, GABRIEL VASQUEZ,NM,3606380.4,,,NM-2,97
2049, DARSHAN DR. PATEL,NM,65668.66,,,,
2050, XOCHITL TORRES SMALL,NM,44346.23,,,,
2051, CHRIS MATHYS,NM,100.0,,,,
2052, CLAIRE CHASE,NM,0.0,,,,
2053, STELLA YVETTE HERRELL,NM,4336919.87,,,NM-2,78
2054, STEVE MR. JONES,NM,0.0,,,,
2055, TERESA LEGER FERNANDEZ,NM,3213056.51,,,NM-3,98
2056, JOHN BLAIR,NM,0.0,,,,
2057, BEN R MR. LUJAN,NM,630762.16,,,,
2058, ADAM CHARLES KOKESH,NM,318.77,,,,
2059, THOMAS E MULLINS,NM,0.0,,,,
2060, ALEXIS MARTINEZ JOHNSON,NM,297629.1,,,NM-3,98
2061, AMY VILELA,NV,585400.1,,,,
2062, REUBEN D'SILVA,NV,0.0,,,,
2063, DINA TITUS,NV,3539402.85,,,NV-1,95
2064, CITLALY LARIOS-ELIAS,NV,300.0,,,,
2065, MORGUN SHOLTY,NV,116628.36,,,,
2066, DAVID BROG,NV,442591.36,,,,
2067, CYNTHIA DIANNE STEEL,NV,5490.25,,,,
2068, JESSIE MR TURNER,NV,0.0,,,,
2069, MARK ROBERTSON,NV,1123774.7,,,NV-1,97
2070, CAROLINA SERRANO,NV,621493.21,,,,
2071, CRESENT HARDY,NV,11850.06,,,,
2072, PATRICIA GERALDENE MS. ACKERMAN,NV,553.81,,,,
2073, STEVEN SCHIFFMAN,NV,0.0,,,,
2074, TIMOTHY R. HANIFAN,NV,9464.26,,,,
2075, MICHAEL LEO MR DOUCETTE,NV,4174.16,,,,
2076, JOSEPH EDWARD AFZAL,NV,512.33,,,,
2077, E M KRAUSE,NV,50733.16,,,,
2078, MARK EUGENE AMODEI,NV,1210832.98,,,NV-2,79
2079, DANNY TARKANIAN,NV,752150.94,,,,
2080, JACKY ROSEN,NV,2515191.99,,,,
2081, ALEX CHANNING SINGER,NV,0.0,,,,
2082, SUSIE LEE,NV,6285250.78,,,NV-3,95
2083, DAN RODIMER,NV,16291.63,,,,
2084, APRIL BECKER,NV,2379727.88,,,NV-3,96
2085, REINIER PRIJTEN,NV,2044.0,,,,
2086, NOAH MALGERI,NV,310678.56,,,,
2087, JOHN KOVACS,NV,359060.12,,,,
2088, CLARK BOSSERT,NV,45309.8,,,,
2089, ALBERT GOLDBERG,NV,5565.02,,,,
2090, DANNY TARKANIAN,NV,0.0,,,,
2091, ANNETTE TEIJEIRO,NV,105.0,,,,
2092, ANNETTE TEIJEIRO,NV,105.0,,,,
2093, RUBEN KIHUEN,NV,9358.74,,,,
2094, STEVEN ALEXZANDER HORSFORD,NV,5303159.35,,,NV-4,76
2095, AMY VILELA,NV,8327.93,,,,
2096, JIM MARCHANT,NV,43996.16,,,,
2097, SAMUEL JAMES MR PETERS,NV,1917469.14,,,NV-4,61
2098, LEO BLUNDO,NV,0.0,,,,
2099, JESSIE VARGAS,NV,104130.0,,,,
2100, CHANCE BONAVENTURA,NV,9742.72,,,,
2101, ANNIE BLACK,NV,365939.46,,,,
2102, NANCY GOROFF,NY,12375.65,,,,
2103, BRIDGET FLEMING,NY,2659068.5,,,NY-1,97
2104, JOHN ROGERS IV ATKINSON,NY,6530.47,,,,
2105, KARA HAHN,NY,635067.61,,,,
2106, NICHOLAS ANTONUCCI,NY,15305.72,,,,
2107, PERRY GERSHON,NY,4351.0,,,,
2108, ANTHONY M FIGLIOLA,NY,68618.53,,,,
2109, LALOTA NICK,NY,1437216.68,,,,
2110, MICHELLE BOND,NY,1535404.49,,,,
2111, CELINA MRS. WILSON,NY,5234.76,,,,
2112, CAIT CORRIGAN,NY,56506.68,,,,
2113, LEE MICHAEL ZELDIN,NY,939612.13,,,,
2114, DAVID L CALONE,NY,171883.38,,,,
2115, JACQUELINE GORDON,NY,1714940.06,,,NY-2,77
2116, ANDREW GARBARINO,NY,3309963.93,,,NY-2,89
2117, MIKE LIPETRI,NY,1136.92,,,,
2118, ROBERT MICHAEL CPT CORNICELLI,NY,152389.87,,,,
2119, MICHAEL RAKEBRANDT,NY,15095.42,,,NY-17,61
2120, PETE KING,NY,253951.92,,,NY-5,63
2121, HARRY R MR. BURGER,NY,574.11,,,,
2122, MICHAEL S  WEINSTOCK,NY,0.0,,,,
2123, MELANIE D'ARRIGO,NY,417744.12,,,,
2124, REEMA RASOOL,NY,49139.9,,,,
2125, JOSHUA LAFAZAN,NY,1879851.41,,,,
2126, JON KAIMAN,NY,738000.88,,,,
2127, ROBERT ZIMMERMAN,NY,3158795.77,,,NY-3,89
2128, THOMAS SUOZZI,NY,3805717.6,,,,
2129, STEPHEN A LABATE,NY,0.0,,,,
2130, GEORGE ANTHONY DEVOLDER-SANTOS,NY,3051098.69,,,NY-3,61
2131, KEVIN SURDI,NY,30050.02,,,,
2132, JOSHUA A SAUBERMAN,NY,0.0,,,,
2133, MD MUZIBUL DR MD HUQ,NY,35632.64,,,,
2134, SIELA BYNOE,NY,85278.0,,,,
2135, KEVIN BRYAN SHAKIL,NY,70347.8,,,,
2136, CARRIÉ SOLAGES,NY,222082.83,,,,
2137, LAURA GILLEN,NY,1822130.79,,,NY-4,86
2138, KEITH CORBETT,NY,416172.67,,,,
2139, KATHLEEN RICE,NY,721918.89,,,,
2140, FRANK MR. SCATURRO,NY,20.17,,,,
2141, STEVE RAISER,NY,1000.0,,,,
2142, DOUGLAS TUMAN,NY,0.0,,,,
2143, WILLIAM STANIFORD,NY,272336.77,,,,
2144, ANTHONY P DESPOSITO,NY,1270000.07,,,NY-4,93
2145, FRANK J LOZADA,NY,10693.37,,,,
2146, JAMES JR SANDERS,NY,0.0,,,,
2147, MIZANUR CHOUDHURY,NY,0.0,,,,
2148, GREGORY W. MEEKS,NY,1665417.38,,,NY-5,87
2149, PAUL KING,NY,125576.6,,,NY-5,95
2150, SANDRA CHOI,NY,0.0,,,,
2151, MELQUIADES MR. GAGARIN,NY,222.57,,,NY-2,62
2152, GRACE MENG,NY,1253393.84,,,NY-6,95
2153, THOMAS ZMICH,NY,4102.02,,,NY-6,82
2154, JESUS GONZALEZ,NY,0.0,,,,
2155, RORY LANCMAN,NY,639.0,,,,
2156, NYDIA M. VELAZQUEZ,NY,585958.69,,,NY-7,92
2157, HAKEEM JEFFRIES,NY,5781021.43,,,NY-8,88
2158, YURI MR DASHEVSKY,NY,4962.35,,,NY-8,88
2159, BRIAN MATTHEW MANNIX,NY,10877.58,,,,
2160, ISIAH JAMES,NY,14350.56,,,,
2161, CHAIM DEUTSCH,NY,2023.49,,,,
2162, DAVID I WEPRIN,NY,1300.0,,,,
2163, YVETTE  D. CLARKE,NY,759628.72,,,NY-9,84
2164, ADEM BUNKEDDEKO,NY,8496.18,,,,
2165, LINDSEY BOYLAN,NY,99531.61,,,,
2166, JONATHAN HERZOG,NY,0.0,,,,
2167, ROBERT MARK (BOB) WYMAN,NY,0.0,,,,
2168, MONDAIRE JONES,NY,4421781.59,,,,
2169, BRIAN JEFFREY ROBINSON,NY,364524.83,,,,
2170, MAUD MARON,NY,109172.43,,,,
2171, ELIZABETH KIM,NY,166533.23,,,NY-20,67
2172, BRAD HOYLMAN,NY,0.0,,,,
2173, YUH-LINE NIOU,NY,602838.29,,,,
2174, JO ANNE SIMON,NY,509396.98,,,,
2175, JIMMY JIANG LI,NY,101721.0,,,,
2176, BILL DE BLASIO,NY,394463.68,,,,
2177, DANIEL GOLDMAN,NY,7021461.69,,,NY-10,97
2178, ELIZABETH HOLTZMAN,NY,335972.06,,,NY-20,63
2179, CARLINA RIVERA,NY,871147.88,,,,
2180, MIKHAIL OLIVER ROSENBERG,NY,0.0,,,,
2181, BENINE HAMDAN,NY,24982.86,,,NY-10,96
2182, JEANNE NIGRO,NY,1795.13,,,,
2183, BRITTANY RAMOS DEBARROS,NY,615695.41,,,,
2184, MAX ROSE,NY,4091798.14,,,NY-11,80
2185, KOMI L.T. DR. AGODA-KOUSSEMA,NY,145423.27,,,,
2186, BOYD MELSON,NY,9079.14,,,,
2187, ALFRED MICHAEL DECILLIS,NY,33535.99,,,,
2188, MAX ROSE,NY,59241.02,,,NY-11,80
2189, RADHAKRISHNA MOHAN,NY,0.0,,,,
2190, NICOLE MALLIOTAKIS,NY,4614769.99,,,NY-11,97
2191, JOSEPH PETER SALADINO,NY,0.0,,,,
2192, JOSEPH MATTHEW CALDARERA,NY,693.36,,,,
2193, MICHAEL GRIMM,NY,905.0,,,,
2194, JOHN MATLAND,NY,47772.3,,,,
2195, KEMI AKINDUDE,NY,85.64,,,,
2196, LAUREN ASHCRAFT,NY,39.2,,,,
2197, ASHMI SHETH,NY,246036.42,,,,
2198, RANA ABDELHAMID,NY,932349.81,,,,
2199, MAYA CONTRERAS,NY,93636.45,,,,
2200, CAROLYN B. MALONEY,NY,4549652.61,,,,
2201, JERROLD L. NADLER,NY,2723868.12,,,NY-12,97
2202, SURAJ PATEL,NY,1764229.24,,,,
2203, MICHAEL K MR. ZUMBLUSKAS,NY,13021.03,,,NY-12,84
2204, MIKHAIL ITKIS,NY,91554.23,,,,
2205, RAMON RODRIGUEZ,NY,20.0,,,,
2206, ADRIANO ESPAILLAT,NY,1294859.2,,,NY-13,97
2207, LINDSEY DEMART WILLIAMS,NY,26524.34,,,,
2208, KEITH L T WRIGHT,NY,0.0,,,,
2209, MICHELLE CARUSO-CABRERA,NY,130830.01,,,,
2210, ALEXANDRIA OCASIO-CORTEZ,NY,10813614.59,,,NY-14,98
2211, RUTH MS PAPAZIAN,NY,1400.61,,,,
2212, SCHERIE MURRAY,NY,20267.74,,,,
2213, JOHN C. CUMMINGS,NY,202575.96,,,,
2214, DESI CUELLAR,NY,271604.98,,,,
2215, TINA FORTE,NY,1523436.04,,,NY-14,95
2216, MIGUEL MR. HERNANDEZ,NY,0.0,,,,
2217, FRANK SPOTORNO,NY,0.0,,,,
2218, PURA DE JESUS-CONIGLIO,NY,39060.31,,,,
2219, JONATHAN MR. HOWE,NY,1449.77,,,,
2220, RITCHIE JOHN TORRES,NY,901735.6,,,NY-15,86
2221, RUBEN REV. SR DIAZ,NY,20.0,,,,
2222, MELISSA MARK-VIVERITO,NY,47523.09,,,,
2223, YDANIS RODRIGUEZ,NY,0.0,,,,
2224, JOSE E. SERRANO,NY,36093.55,,,,
2225, MICHEL FAULKNER ,NY,0.0,,,,
2226, ANDOM A. GHEBREGHIORGIS,NY,0.0,,,,
2227, JAMAAL BOWMAN,NY,1884258.57,,,NY-16,96
2228, CHRIS FINK,NY,162.56,,,,
2229, CATHERINE F PARKER,NY,403766.26,,,,
2230, MANUEL IGNACIO CASANOVA DOMINGUEZ,NY,69270.3,,,,
2231, VEDAT GASHI,NY,849249.17,,,,
2232, MARK JAFFE,NY,4659.84,,,,
2233, ELIOT L. ENGEL,NY,24363.66,,,,
2234, WILLIAM FAULKNER,NY,237885.69,,,,
2235, MIRIAM FLISSER,NY,1316.26,,,NY-16,88
2236, DAVID CARLUCCI,NY,3438.84,,,,
2237, EVELYN FARKAS,NY,11281.48,,,,
2238, ALESSANDRA BIAGGI,NY,895210.96,,,,
2239, SEAN PATRICK MALONEY,NY,6774863.38,,,NY-17,98
2240, NITA M LOWEY,NY,201303.63,,,,
2241, MAUREEN B MRS MCARDLE SCHULMAN,NY,939.48,,,,
2242, JACK SCHREPEL,NY,12554.35,,,,
2243, MICHAEL VINCENT LAWLER,NY,1514858.94,,,NY-17,80
2244, CHARLES J. FALCIGLIA,NY,6158.54,,,,
2245, JOSH EISEN,NY,0.0,,,NY-19,67
2246, MIKE I. PARIETTI,NY,0.0,,,,
2247, ISMAEL JR. BETANCOURT,NY,0.0,,,,
2248, AISHA MILLS,NY,55187.69,,,,
2249, SAKIMA MCCLINTON,NY,1902.62,,,,
2250, PATRICK RYAN,NY,4675636.68,,,NY-17,67
2251, CHELE CHIAVACCI FARLEY,NY,34086.39,,,,
2252, COLIN J SCHMITT,NY,2060312.62,,,NY-18,94
2253, DAN CASTRICONE,NY,0.0,,,NY-17,63
2254, SCOTT A SMITH,NY,863.9,,,,
2255, JAMIE CHENEY,NY,760394.75,,,,
2256, ANTONIO DELGADO,NY,6909193.54,,,,
2257, JOSH RILEY,NY,4126452.37,,,NY-19,95
2258, OLA HAWATMEH,NY,190000.0,,,,
2259, KYLE VAN DE WATER,NY,33699.52,,,,
2260, MARCUS J. MOLINARO,NY,2405283.56,,,NY-19,88
2261, ANDREW HEANEY,NY,180.0,,,,
2262, BOB BISHOP,NY,0.0,,,,
2263, SCOTT M MURPHY,NY,200.0,,,,
2264, JUSTIN RAPHAEL MR CHAIRES,NY,11871.23,,,,
2265, ROSTISLAV RAR,NY,17262.83,,,,
2266, JACK FALLON-UNDERWOOD,NY,3483.02,,,,
2267, PAUL J FEINER,NY,99.1,,,NY-5,61
2268, PAUL DAVID TONKO,NY,1796119.96,,,NY-20,80
2269, ELIZABETH L JOY,NY,1180184.37,,,NY-20,94
2270, PATRICK F NELSON,NY,0.0,,,NY-17,65
2271, EZRA WATSON,NY,3534.45,,,,
2272, MATTHEW PUTORTI,NY,936552.39,,,,
2273, BRIDIE FARRELL,NY,277764.72,,,,
2274, MATT CASTELLI,NY,2410147.2,,,NY-21,96
2275, KEITH SHERRILL,NY,0.0,,,,
2276, LONNY KOONS,NY,6986.15,,,,
2277, ELISE M. STEFANIK,NY,10314222.93,,,NY-21,97
2278, FRANCIS CONOLE,NY,3006793.9,,,NY-22,97
2279, MIKAYLA RIDLEY,NY,8797.44,,,,
2280, VANESSA FAJANS-TURNER,NY,273401.17,,,,
2281, SAM ROBERTS,NY,134334.47,,,,
2282, SARAH KLEE HOOD,NY,173199.71,,,,
2283, ANTHONY BRINDISI,NY,353189.12,,,,
2284, BRANDON MCDONALD WILLIAMS,NY,863816.53,,,NY-22,80
2285, MICHAEL J. SIGLER,NY,164462.38,,,NY-17,74
2286, STEVEN M WELLS,NY,1195396.85,,,,
2287, SCOTT A NOREN,NY,10832.38,,,,
2288, MAX DELLA PIA,NY,313783.75,,,NY-23,87
2289, TRACY MITRANO,NY,15029.09,,,,
2290, CHRISTOPHER L. JACOBS,NY,891993.64,,,,
2291, JOSEPH SEMPOLINSKI,NY,285691.68,,,,
2292, RICHARD MOON,NY,90380.17,,,,
2293, MARC CHRISTIAN CENEDELLA,NY,39498.56,,,,
2294, CARL PASQUALE PALADINO,NY,2080537.3,,,,
2295, NICK LANGWORTHY,NY,673237.93,,,NY-23,97
2296, STEVEN WESLEY SR. HOLDEN,NY,106423.57,,,NY-24,68
2297, CHOL-AWAN A MAJOK,NY,37392.61,,,,
2298, DANA BALTER,NY,5856.83,,,,
2299, ANDREW KYLE MCCARTHY,NY,59638.62,,,,
2300, MARIO FRATTO,NY,364233.99,,,,
2301, JOHN MURTARI,NY,26595.53,,,,
2302, TIM KO,NY,35230.69,,,,
2303, FLOYD MR. RAYBURN,NY,0.0,,,,
2304, CLAUDIA TENNEY,NY,3583538.59,,,NY-24,97
2305, JOHN M KATKO,NY,1111253.8,,,,
2306, JOSEPH D MORELLE,NY,2280942.8,,,NY-25,94
2307, ROBIN WILT,NY,0.0,,,,
2308, LA'RON DESMOND SINGLETARY,NY,703599.57,,,NY-25,83
2309, EMIN EGRIU,NY,101405.42,,,,
2310, BRIAN HIGGINS,NY,1843302.87,,,NY-26,96
2311, STEVEN LYNN MR II SAMS,NY,36659.11,,,NY-26,65
2312, NATHAN MCMURRAY,NY,20533.29,,,,
2313, BETH PARLATO,NY,0.0,,,,
2314, DUANE JAMES WHITMER,NY,0.0,,,,
2315, ERIC JJ MASSA,NY,330.0,,,,
2316, JOHN J LAFALCE,NY,52041.05,,,,
2317, KATE SCHRODER,OH,14461.93,,,,
2318, GREG LANDSMAN,OH,2659150.16,,,OH-1,96
2319, FREDERICK LOUIS III KUNDRATA,OH,0.0,,,,
2320, AFTAB PUREVAL,OH,0.0,,,,
2321, BRENT W CENTERS,OH,83734.3,,,,
2322, STEVE CHABOT,OH,2220935.8,,,OH-1,96
2323, KEVIN KAHN,OH,3976.6,,,,
2324, JAIME CASTLE,OH,10308.3,,,,
2325, SAMANTHA MEADOWS,OH,28330.05,,,OH-2,97
2326, ALAN DARNOWSKY,OH,12812.75,,,,
2327, MAREK TYSZKIEWICZ,OH,0.0,,,,
2328, BRAD DR. WENSTRUP,OH,1637944.69,,,OH-2,84
2329, THOMAS E BRINKMAN,OH,0.0,,,,
2330, PHILIP M MR. HEIMLICH,OH,42493.0,,,,
2331, JOYCE BEATTY,OH,1015963.46,,,OH-3,96
2332, MATTHEW ALLEN MEADE,OH,3676.61,,,OH-7,65
2333, CHRIS LONG,OH,0.0,,,,
2334, ERIC T VENNON,OH,0.0,,,,
2335, JEFFREY ALAN SITES,OH,916816.42,,,,
2336, TAMIE WILSON,OH,168923.82,,,OH-4,96
2337, TAMARA WILSON,OH,168923.82,,,OH-4,77
2338, JAMES D. JORDAN,OH,12607989.09,,,OH-4,69
2339, CRAIG STEPHEN SWARTZ,OH,54692.3,,,OH-5,73
2340, MARTIN MATHIAS MR. III HEBERLING,OH,13245.06,,,,
2341, ROBERT EDWARD LATTA,OH,1292012.13,,,,
2342, LOUIS GEORGE LYRAS,OH,130506.12,,,OH-6,79
2343, BILL JOHNSON,OH,1516890.23,,,OH-6,96
2344, MICHAEL S. MORGENSTERN,OH,6538.12,,,,
2345, JOYCE HEALY-ABRAMS,OH,0.0,,,,
2346, TRISTAN RADER,OH,5557.07,,,,
2347, MATTHEW DIEMER,OH,276778.53,,,OH-7,97
2348, ROBERT GIBBS,OH,853756.43,,,,
2349, MATTHEW SHOEMAKER,OH,106236.0,,,OH-7,75
2350, DANTE SABATUCCI,OH,15787.87,,,,
2351, MAX MILLER,OH,2937312.38,,,OH-7,95
2352, STEVE C AUSTRIA,OH,3600.0,,,OH-1,64
2353, VANESSA ENOCH,OH,0.0,,,OH-8,96
2354, PHIL HEIMLICH,OH,42493.0,,,,
2355, WARREN DAVIDSON,OH,1026539.76,,,OH-8,97
2356, MARCY KAPTUR,OH,3741300.53,,,OH-9,96
2357, J R MAJEWSKI,OH,1152042.12,,,OH-9,85
2358, THERESA GAVARONE,OH,289265.44,,,,
2359, CRAIG RIEDEL,OH,617690.52,,,,
2360, YOUSEFF MILAD BADDAR,OH,6218.34,,,,
2361, ERIC MOYER,OH,0.0,,,,
2362, BAXTER STAPLETON,OH,9294.62,,,,
2363, DAVID ESRATI,OH,45453.15,,,OH-10,96
2364, MICHAEL R REP. TURNER,OH,996657.55,,,OH-10,61
2365, NINA TURNER,OH,7530070.17,,,OH-10,70
2366, M SHONTEL BROWN,OH,4320264.06,,,OH-11,90
2367, JEFFREY DAVID JOHNSON,OH,6227.42,,,,
2368, JOHN E JR BARNES,OH,16600.31,,,,
2369, SHIRLEY A MS SMITH,OH,23559.72,,,,
2370, BRYAN FLANNERY,OH,141772.99,,,,
2371, SETH COREY,OH,60939.46,,,,
2372, MARCIA L. FUDGE,OH,219603.39,,,,
2373, JOSHUA A MANDEL,OH,7627692.65,,,,
2374, LAVERNE GORE,OH,46336.55,,,,
2375, JONAH SCHULZ,OH,76500.9,,,,
2376, FELICIA WASHINGTON ROSS,OH,5682.0,,,,
2377, BEVERLY A. GOLDSTEIN,OH,0.0,,,,
2378, ALAINA SHEARER,OH,38569.14,,,,
2379, DANIEL JAY JR. O'CONNOR,OH,328447.11,,,,
2380, BRANDON LAPE,OH,489.2,,,,
2381, PATRICK J. TIBERI,OH,372070.35,,,OH-11,62
2382, WILLIAM TROY BALDERSON,OH,1497659.76,,,OH-12,76
2383, JOHN STEWART,OH,1856.2,,,,
2384, ERIC SCOTT JONES,OH,0.0,,,,
2385, EMILIA SYKES,OH,2464050.33,,,OH-13,96
2386, TIMOTHY RYAN,OH,1438219.02,,,,
2387, ROBERT SANTOS,OH,3549.0,,,,
2388, RYAN SAYLOR,OH,17289.27,,,,
2389, MADISON GESIOTTO GILBERT,OH,2179566.38,,,OH-13,98
2390, SHAY HAWKINS,OH,149154.09,,,,
2391, CHARLIE GADDIS,OH,25069.91,,,,
2392, GREGORY WHEELER,OH,204130.04,,,,
2393, JANET L FOLGER PORTER,OH,59056.5,,,,
2394, JONAH SCHULZ,OH,76500.9,,,,
