,CAND_NAME,CAND_OFFICE_ST,TTL_DISB,Percent,Party,district,fuzz
1944, HIRSH SINGH,NJ,2504.79,,,,
1945, HOWARD KLEINHENDLER,NJ,677.61,,,,
1946, ANDY KIM,NJ,7445077.23,,,NJ-3,94.0
1947, DAVID RICHTER,NJ,2983.16,,,,
1948, JOHN J NOVAK,NJ,5885.46,,,,
1949, KATE GIBBS,NJ,3401.5,,,,
1950, SHAWN HYLAND,NJ,62370.0,,,,
1951, ROBERT JR HEALEY,NJ,4652465.77,,,NJ-3,67.0
1952, IAN SMITH,NJ,173603.28,,,,
1953, NICHOLAS JUDE FERRARA,NJ,70189.7,,,,
1954, H. J SAXTON,NJ,0.0,,,,
1955, STEVEN LONEGAN,NJ,0.0,,,,
1956,GREGORY SOBOCINSKI,NJ,9340.24,,,,
1957, STEPHANIE SCHMID,NJ,18570.03,,,,
1958, MATTHEW JENKINS,NJ,39233.34,,,NJ-4,97.0
1959, TRICIA FLANAGAN,NJ,10303.01,,,,
1960, MICHAEL BLASI,NJ,83595.46,,,,
1961, DAVID LOREN BURG,NJ,38291.0,,,,
1962, MICHAEL CRISPI,NJ,181869.46,,,,
1963, STEVEN SCOTT MR. GRAY,NJ,113978.53,,,,
1964, CHRISTOPHER H SMITH,NJ,1385505.23,,,NJ-4,95.0
1965, JASON CULLEN CULLEN,NJ,659.43,,,,
1966, ROY CHO,NJ,2100.0,,,,
1967, JOSH GOTTHEIMER,NJ,3750814.18,,,NJ-5,97.0
1968, FRANK PALLOTTA,NJ,972644.51,,,NJ-5,88.0
1969, HECTOR L DR CASTILLO,NJ,0.0,,,,
1970, NICHOLAS A. MR. D'AGOSTINO,NJ,13859.24,,,,
1971, NICHOLAS DE GREGORIO,NJ,924761.41,,,,
1972, FRED SCHNEIDERMAN,NJ,279547.33,,,,
1973, STEVEN LONEGAN,NJ,0.0,,,,
1974, JASON SARNOSKI,NJ,6464.52,,,,
1975, JOHN JOSEPH MR. JR. MCCANN,NJ,3227.43,,,,
1976, TREVOR JAMES MR. FERRIGNO,NJ,2117.42,,,,
1977, LOUIS VELLUCCI,NJ,6784.55,,,,
1978, JOHN HSU,NJ,550.0,,,,
1979, FRANK JR PALLONE,NJ,3651048.77,,,NJ-5,71.0
1980, SUSAN M KILEY,NJ,399477.05,,,NJ-6,93.0
1981, RIK MEHTA,NJ,182733.76,,,,
1982, THOMAS AUGUSTINE MR. TOOMEY,NJ,124656.95,,,,
1983, BRENT J SONNEK-SCHMELZ,NJ,0.0,,,,
1984, JANICE KOVACH,NJ,724.0,,,,
1985, SCOTT SALMON,NJ,1437.5,,,,
1986, GOUTAM UMESH MR. JOIS,NJ,0.0,,,,
1987, TOM MALINOWSKI,NJ,9003890.77,,,NJ-7,97.0
1988, THOMAS H. JR. KEAN,NJ,4426040.8,,,NJ-7,76.0
1989, ROBERT G. TRUGMAN,NJ,22305.01,,,NJ-8,61.0
1990, JOHN HENRY ISEMANN,NJ,128309.89,,,,
1991, ERIK PETERSON,NJ,68595.31,,,,
1992, KEVIN BRENDAN MR. DORLON,NJ,32649.67,,,,
1993, JOHN P FLORA,NJ,46909.93,,,,
1994, PHIL RIZZO,NJ,261958.34,,,,
1995, CRAIG P. HEARD,NJ,0.0,,,,
1996, LEONARD LANCE,NJ,23138.73,,,,
1997, VERONICA FERNANDEZ,NJ,4089.97,,,,
1998, MICHAEL PAUL HSING,NJ,700.0,,,,
1999, ROBERT J. MENENDEZ,NJ,1372850.44,,,NJ-8,97.0
2000, DAVID OCAMPO GRAJALES,NJ,41191.7,,,,
2001, RICARDO LUIS ROJAS,NJ,6753.08,,,,
2002, BRIAN VARELA,NJ,631298.35,,,,
2003, ALBIO SIRES,NJ,344612.51,,,,
2004, MICHAEL WILDES,NJ,3484.0,,,,
2005, WILLIAM J. HON. JR. PASCRELL,NJ,1544431.79,,,,
2006, WILLIAM SREBOE PREMPEH,NJ,292403.19,,,NJ-9,61.0
2007, PATRICK JAMES MR. III QUINN,NJ,3050.0,,,,
2008, VINCENT MR MICCO,NJ,870.19,,,,
2009, EUGENE D. MAZO,NJ,1931.0,,,,
2010, DONALD M. JR PAYNE,NJ,1470613.67,,,NJ-10,79.0
2011, IMANI RAINE OAKLEY,NJ,462671.84,,,,
2012, MIKIE SHERRILL,NJ,8666726.61,,,NJ-11,97.0
2013, JOHN BARTLETT,NJ,0.0,,,,
2014, ROSEMARY BECCHI,NJ,2812.7,,,,
2015, RODNEY P. FRELINGHUYSEN,NJ,132687.77,,,,
2016, HILLERY BROTSCHOL,NJ,13509.09,,,,
2017, ROBERT D. KOVIC,NJ,30658.61,,,,
2018, TAYFUN SELEN,NJ,251540.87,,,,
2019, PAUL DEGROOT,NJ,679374.25,,,NJ-11,96.0
2020, LAWRENCE A CASHA,NJ,117645.67,,,,
2021, LARRY FRISCIA,NJ,31298.0,,,,
2022, TOBY ANDERSON,NJ,155182.24,,,,
2023, JAY WEBBER,NJ,6315.18,,,,
2024, PETER DE NEUFVILLE,NJ,4126.65,,,,
2025, LINDA GREENSTEIN,NJ,0.0,,,,
2026, BONNIE WATSON COLEMAN,NJ,947647.05,,,NJ-12,98.0
2027, DARIUS MAYFIELD,NJ,260131.98,,,NJ-12,97.0
2028, MELANIE STANSBURY,NM,3557854.3,,,NM-1,87.0
2029, RANDI MCGINN,NM,494581.9,,,,
2030, VICTOR REYES,NM,178468.41,,,,
2031, PATRICIA ROYBAL CABALLERO,NM,12651.53,,,,
2032, GEORGENE LOUIS,NM,101110.95,,,,
2033, FRANCISCO FERNANDEZ,NM,8375.5,,,,
2034, MARTIN HEINRICH,NM,994457.51,,,,
2035, ROBERT L PIDCOCK,NM,0.0,,,,
2036, ANTOINETTE SEDILLO LOPEZ,NM,120038.62,,,,
2037, DEBRA HAALAND,NM,151301.6,,,,
2038, PAUL MOYA,NM,0.0,,,,
2039, MICHELLE GARCIA HOLMES,NM,401711.8,,,NM-1,98.0
2040, EDDY ARAGON,NM,16146.73,,,,
2041, ELISA MARTINEZ,NM,3350.85,,,NM-3,63.0
2042, MARK MOORES,NM,781532.96,,,,
2043, LOUIE SANCHEZ,NM,174207.11,,,,
2044, CHRISTOPHER MANNING,NM,2119.87,,,,
2045, AUBREY DUNN,NM,101901.5,,,,
2046, JOHN ARTHUR SMITH,NM,0.0,,,,
2047, GABRIEL VASQUEZ,NM,3606380.4,,,NM-2,97.0
2048, DARSHAN DR. PATEL,NM,65668.66,,,,
2049, XOCHITL TORRES SMALL,NM,44346.23,,,,
2050, CHRIS MATHYS,NM,100.0,,,,
2051, CLAIRE CHASE,NM,0.0,,,,
2052, STELLA YVETTE HERRELL,NM,4336919.87,,,NM-2,78.0
2053, STEVE MR. JONES,NM,0.0,,,,
2054, TERESA LEGER FERNANDEZ,NM,3213056.51,,,NM-3,98.0
2055, JOHN BLAIR,NM,0.0,,,,
2056, BEN R MR. LUJAN,NM,630762.16,,,,
2057, ADAM CHARLES KOKESH,NM,318.77,,,,
2058, THOMAS E MULLINS,NM,0.0,,,,
2059, ALEXIS MARTINEZ JOHNSON,NM,297629.1,,,NM-3,98.0
2060, AMY VILELA,NV,585400.1,,,,
2061, REUBEN D'SILVA,NV,0.0,,,,
2062, DINA TITUS,NV,3539402.85,,,NV-1,95.0
2063, CITLALY LARIOS-ELIAS,NV,300.0,,,,
2064, MORGUN SHOLTY,NV,116628.36,,,,
2065, DAVID BROG,NV,442591.36,,,,
2066, CYNTHIA DIANNE STEEL,NV,5490.25,,,,
2067, JESSIE MR TURNER,NV,0.0,,,,
2068, MARK ROBERTSON,NV,1123774.7,,,NV-1,97.0
2069, CAROLINA SERRANO,NV,621493.21,,,,
2070, CRESENT HARDY,NV,11850.06,,,,
2071, PATRICIA GERALDENE MS. ACKERMAN,NV,553.81,,,,
2072, STEVEN SCHIFFMAN,NV,0.0,,,,
2073, TIMOTHY R. HANIFAN,NV,9464.26,,,,
2074, MICHAEL LEO MR DOUCETTE,NV,4174.16,,,,
2075, JOSEPH EDWARD AFZAL,NV,512.33,,,,
2076, E M KRAUSE,NV,50733.16,,,,
2077, MARK EUGENE AMODEI,NV,1210832.98,,,NV-2,79.0
2078, DANNY TARKANIAN,NV,752150.94,,,,
2079, JACKY ROSEN,NV,2515191.99,,,,
2080, ALEX CHANNING SINGER,NV,0.0,,,,
2081, SUSIE LEE,NV,6285250.78,,,NV-3,95.0
2082, DAN RODIMER,NV,16291.63,,,,
2083, APRIL BECKER,NV,2379727.88,,,NV-3,96.0
2084, REINIER PRIJTEN,NV,2044.0,,,,
2085, NOAH MALGERI,NV,310678.56,,,,
2086, JOHN KOVACS,NV,359060.12,,,,
2087, CLARK BOSSERT,NV,45309.8,,,,
2088, ALBERT GOLDBERG,NV,5565.02,,,,
2089, DANNY TARKANIAN,NV,0.0,,,,
2090, ANNETTE TEIJEIRO,NV,105.0,,,,
2091, ANNETTE TEIJEIRO,NV,105.0,,,,
2092, RUBEN KIHUEN,NV,9358.74,,,,
2093, STEVEN ALEXZANDER HORSFORD,NV,5303159.35,,,NV-4,76.0
2094, AMY VILELA,NV,8327.93,,,,
2095, JIM MARCHANT,NV,43996.16,,,,
2096, SAMUEL JAMES MR PETERS,NV,1917469.14,,,NV-4,61.0
2097, LEO BLUNDO,NV,0.0,,,,
2098, JESSIE VARGAS,NV,104130.0,,,,
2099, CHANCE BONAVENTURA,NV,9742.72,,,,
2100, ANNIE BLACK,NV,365939.46,,,,
2101, NANCY GOROFF,NY,12375.65,,,,
2102, BRIDGET FLEMING,NY,2659068.5,,,NY-1,97.0
2103, JOHN ROGERS IV ATKINSON,NY,6530.47,,,,
2104, KARA HAHN,NY,635067.61,,,,
2105, NICHOLAS ANTONUCCI,NY,15305.72,,,,
2106, PERRY GERSHON,NY,4351.0,,,,
2107, ANTHONY M FIGLIOLA,NY,68618.53,,,,
2108, LALOTA NICK,NY,1437216.68,,,,
2109, MICHELLE BOND,NY,1535404.49,,,,
2110, CELINA MRS. WILSON,NY,5234.76,,,,
2111, CAIT CORRIGAN,NY,56506.68,,,,
2112, LEE MICHAEL ZELDIN,NY,939612.13,,,,
2113, DAVID L CALONE,NY,171883.38,,,,
2114, JACQUELINE GORDON,NY,1714940.06,,,NY-2,77.0
2115, ANDREW GARBARINO,NY,3309963.93,,,NY-2,89.0
2116, MIKE LIPETRI,NY,1136.92,,,,
2117, ROBERT MICHAEL CPT CORNICELLI,NY,152389.87,,,,
2118, MICHAEL RAKEBRANDT,NY,15095.42,,,NY-17,61.0
2119, PETE KING,NY,253951.92,,,NY-5,63.0
2120, HARRY R MR. BURGER,NY,574.11,,,,
2121, MICHAEL S  WEINSTOCK,NY,0.0,,,,
2122, MELANIE D'ARRIGO,NY,417744.12,,,,
2123, REEMA RASOOL,NY,49139.9,,,,
2124, JOSHUA LAFAZAN,NY,1879851.41,,,,
2125, JON KAIMAN,NY,738000.88,,,,
2126, ROBERT ZIMMERMAN,NY,3158795.77,,,NY-3,89.0
2127, THOMAS SUOZZI,NY,3805717.6,,,,
2128, STEPHEN A LABATE,NY,0.0,,,,
2129, GEORGE ANTHONY DEVOLDER-SANTOS,NY,3051098.69,,,NY-3,61.0
2130, KEVIN SURDI,NY,30050.02,,,,
2131, JOSHUA A SAUBERMAN,NY,0.0,,,,
2132, MD MUZIBUL DR MD HUQ,NY,35632.64,,,,
2133, SIELA BYNOE,NY,85278.0,,,,
2134, KEVIN BRYAN SHAKIL,NY,70347.8,,,,
2135, CARRIÉ SOLAGES,NY,222082.83,,,,
2136, LAURA GILLEN,NY,1822130.79,,,NY-4,86.0
2137, KEITH CORBETT,NY,416172.67,,,,
2138, KATHLEEN RICE,NY,721918.89,,,,
2139, FRANK MR. SCATURRO,NY,20.17,,,,
2140, STEVE RAISER,NY,1000.0,,,,
2141, DOUGLAS TUMAN,NY,0.0,,,,
2142, WILLIAM STANIFORD,NY,272336.77,,,,
2143, ANTHONY P DESPOSITO,NY,1270000.07,,,NY-4,93.0
2144, FRANK J LOZADA,NY,10693.37,,,,
2145, JAMES JR SANDERS,NY,0.0,,,,
2146, MIZANUR CHOUDHURY,NY,0.0,,,,
2147, GREGORY W. MEEKS,NY,1665417.38,,,NY-5,87.0
2148, PAUL KING,NY,125576.6,,,NY-5,95.0
2149, SANDRA CHOI,NY,0.0,,,,
2150, MELQUIADES MR. GAGARIN,NY,222.57,,,NY-2,62.0
2151, GRACE MENG,NY,1253393.84,,,NY-6,95.0
2152, THOMAS ZMICH,NY,4102.02,,,NY-6,82.0
2153, JESUS GONZALEZ,NY,0.0,,,,
2154, RORY LANCMAN,NY,639.0,,,,
2155, NYDIA M. VELAZQUEZ,NY,585958.69,,,NY-7,92.0
2156, HAKEEM JEFFRIES,NY,5781021.43,,,NY-8,88.0
2157, YURI MR DASHEVSKY,NY,4962.35,,,NY-8,88.0
2158, BRIAN MATTHEW MANNIX,NY,10877.58,,,,
2159, ISIAH JAMES,NY,14350.56,,,,
2160, CHAIM DEUTSCH,NY,2023.49,,,,
2161, DAVID I WEPRIN,NY,1300.0,,,,
2162, YVETTE  D. CLARKE,NY,759628.72,,,NY-9,84.0
2163, ADEM BUNKEDDEKO,NY,8496.18,,,,
2164, LINDSEY BOYLAN,NY,99531.61,,,,
2165, JONATHAN HERZOG,NY,0.0,,,,
2166, ROBERT MARK (BOB) WYMAN,NY,0.0,,,,
2167, MONDAIRE JONES,NY,4421781.59,,,,
2168, BRIAN JEFFREY ROBINSON,NY,364524.83,,,,
2169, MAUD MARON,NY,109172.43,,,,
2170, ELIZABETH KIM,NY,166533.23,,,NY-20,67.0
2171, BRAD HOYLMAN,NY,0.0,,,,
2172, YUH-LINE NIOU,NY,602838.29,,,,
2173, JO ANNE SIMON,NY,509396.98,,,,
2174, JIMMY JIANG LI,NY,101721.0,,,,
2175, BILL DE BLASIO,NY,394463.68,,,,
2176, DANIEL GOLDMAN,NY,7021461.69,,,NY-10,97.0
2177, ELIZABETH HOLTZMAN,NY,335972.06,,,NY-20,63.0
2178, CARLINA RIVERA,NY,871147.88,,,,
2179, MIKHAIL OLIVER ROSENBERG,NY,0.0,,,,
2180, BENINE HAMDAN,NY,24982.86,,,NY-10,96.0
2181, JEANNE NIGRO,NY,1795.13,,,,
2182, BRITTANY RAMOS DEBARROS,NY,615695.41,,,,
2183, MAX ROSE,NY,4091798.14,,,NY-11,80.0
2184, KOMI L.T. DR. AGODA-KOUSSEMA,NY,145423.27,,,,
2185, BOYD MELSON,NY,9079.14,,,,
2186, ALFRED MICHAEL DECILLIS,NY,33535.99,,,,
2187, MAX ROSE,NY,59241.02,,,NY-11,80.0
2188, RADHAKRISHNA MOHAN,NY,0.0,,,,
2189, NICOLE MALLIOTAKIS,NY,4614769.99,,,NY-11,97.0
2190, JOSEPH PETER SALADINO,NY,0.0,,,,
2191, JOSEPH MATTHEW CALDARERA,NY,693.36,,,,
2192, MICHAEL GRIMM,NY,905.0,,,,
2193, JOHN MATLAND,NY,47772.3,,,,
2194, KEMI AKINDUDE,NY,85.64,,,,
2195, LAUREN ASHCRAFT,NY,39.2,,,,
2196, ASHMI SHETH,NY,246036.42,,,,
2197, RANA ABDELHAMID,NY,932349.81,,,,
2198, MAYA CONTRERAS,NY,93636.45,,,,
2199, CAROLYN B. MALONEY,NY,4549652.61,,,,
2200, JERROLD L. NADLER,NY,2723868.12,,,NY-12,97.0
2201, SURAJ PATEL,NY,1764229.24,,,,
2202, MICHAEL K MR. ZUMBLUSKAS,NY,13021.03,,,NY-12,84.0
2203, MIKHAIL ITKIS,NY,91554.23,,,,
2204, RAMON RODRIGUEZ,NY,20.0,,,,
2205, ADRIANO ESPAILLAT,NY,1294859.2,,,NY-13,97.0
2206, LINDSEY DEMART WILLIAMS,NY,26524.34,,,,
2207, KEITH L T WRIGHT,NY,0.0,,,,
2208, MICHELLE CARUSO-CABRERA,NY,130830.01,,,,
2209, ALEXANDRIA OCASIO-CORTEZ,NY,10813614.59,,,NY-14,98.0
2210, RUTH MS PAPAZIAN,NY,1400.61,,,,
2211, SCHERIE MURRAY,NY,20267.74,,,,
2212, JOHN C. CUMMINGS,NY,202575.96,,,,
2213, DESI CUELLAR,NY,271604.98,,,,
2214, TINA FORTE,NY,1523436.04,,,NY-14,95.0
2215, MIGUEL MR. HERNANDEZ,NY,0.0,,,,
2216, FRANK SPOTORNO,NY,0.0,,,,
2217, PURA DE JESUS-CONIGLIO,NY,39060.31,,,,
2218, JONATHAN MR. HOWE,NY,1449.77,,,,
2219, RITCHIE JOHN TORRES,NY,901735.6,,,NY-15,86.0
2220, RUBEN REV. SR DIAZ,NY,20.0,,,,
2221, MELISSA MARK-VIVERITO,NY,47523.09,,,,
2222, YDANIS RODRIGUEZ,NY,0.0,,,,
2223, JOSE E. SERRANO,NY,36093.55,,,,
2224, MICHEL FAULKNER ,NY,0.0,,,,
2225, ANDOM A. GHEBREGHIORGIS,NY,0.0,,,,
2226, JAMAAL BOWMAN,NY,1884258.57,,,NY-16,96.0
2227, CHRIS FINK,NY,162.56,,,,
2228, CATHERINE F PARKER,NY,403766.26,,,,
2229, MANUEL IGNACIO CASANOVA DOMINGUEZ,NY,69270.3,,,,
2230, VEDAT GASHI,NY,849249.17,,,,
2231, MARK JAFFE,NY,4659.84,,,,
2232, ELIOT L. ENGEL,NY,24363.66,,,,
2233, WILLIAM FAULKNER,NY,237885.69,,,,
2234, MIRIAM FLISSER,NY,1316.26,,,NY-16,88.0
2235, DAVID CARLUCCI,NY,3438.84,,,,
2236, EVELYN FARKAS,NY,11281.48,,,,
2237, ALESSANDRA BIAGGI,NY,895210.96,,,,
2238, SEAN PATRICK MALONEY,NY,6774863.38,,,NY-17,98.0
2239, NITA M LOWEY,NY,201303.63,,,,
2240, MAUREEN B MRS MCARDLE SCHULMAN,NY,939.48,,,,
2241, JACK SCHREPEL,NY,12554.35,,,,
2242, MICHAEL VINCENT LAWLER,NY,1514858.94,,,NY-17,80.0
2243, CHARLES J. FALCIGLIA,NY,6158.54,,,,
2244, JOSH EISEN,NY,0.0,,,NY-19,67.0
2245, MIKE I. PARIETTI,NY,0.0,,,,
2246, ISMAEL JR. BETANCOURT,NY,0.0,,,,
2247, AISHA MILLS,NY,55187.69,,,,
2248, SAKIMA MCCLINTON,NY,1902.62,,,,
2249, PATRICK RYAN,NY,4675636.68,,,NY-17,67.0
2250, CHELE CHIAVACCI FARLEY,NY,34086.39,,,,
2251, COLIN J SCHMITT,NY,2060312.62,,,NY-18,94.0
2252, DAN CASTRICONE,NY,0.0,,,NY-17,63.0
2253, SCOTT A SMITH,NY,863.9,,,,
2254, JAMIE CHENEY,NY,760394.75,,,,
2255, ANTONIO DELGADO,NY,6909193.54,,,,
2256, JOSH RILEY,NY,4126452.37,,,NY-19,95.0
2257, OLA HAWATMEH,NY,190000.0,,,,
2258, KYLE VAN DE WATER,NY,33699.52,,,,
2259, MARCUS J. MOLINARO,NY,2405283.56,,,NY-19,88.0
2260, ANDREW HEANEY,NY,180.0,,,,
2261, BOB BISHOP,NY,0.0,,,,
2262, SCOTT M MURPHY,NY,200.0,,,,
2263, JUSTIN RAPHAEL MR CHAIRES,NY,11871.23,,,,
2264, ROSTISLAV RAR,NY,17262.83,,,,
2265, JACK FALLON-UNDERWOOD,NY,3483.02,,,,
2266, PAUL J FEINER,NY,99.1,,,NY-5,61.0
2267, PAUL DAVID TONKO,NY,1796119.96,,,NY-20,80.0
2268, ELIZABETH L JOY,NY,1180184.37,,,NY-20,94.0
2269, PATRICK F NELSON,NY,0.0,,,NY-17,65.0
2270, EZRA WATSON,NY,3534.45,,,,
2271, MATTHEW PUTORTI,NY,936552.39,,,,
2272, BRIDIE FARRELL,NY,277764.72,,,,
2273, MATT CASTELLI,NY,2410147.2,,,NY-21,96.0
2274, KEITH SHERRILL,NY,0.0,,,,
2275, LONNY KOONS,NY,6986.15,,,,
2276, ELISE M. STEFANIK,NY,10314222.93,,,NY-21,97.0
2277, FRANCIS CONOLE,NY,3006793.9,,,NY-22,97.0
2278, MIKAYLA RIDLEY,NY,8797.44,,,,
2279, VANESSA FAJANS-TURNER,NY,273401.17,,,,
2280, SAM ROBERTS,NY,134334.47,,,,
2281, SARAH KLEE HOOD,NY,173199.71,,,,
2282, ANTHONY BRINDISI,NY,353189.12,,,,
2283, BRANDON MCDONALD WILLIAMS,NY,863816.53,,,NY-22,80.0
2284, MICHAEL J. SIGLER,NY,164462.38,,,NY-17,74.0
2285, STEVEN M WELLS,NY,1195396.85,,,,
2286, SCOTT A NOREN,NY,10832.38,,,,
2287, MAX DELLA PIA,NY,313783.75,,,NY-23,87.0
2288, TRACY MITRANO,NY,15029.09,,,,
2289, CHRISTOPHER L. JACOBS,NY,891993.64,,,,
2290, JOSEPH SEMPOLINSKI,NY,285691.68,,,,
2291, RICHARD MOON,NY,90380.17,,,,
2292, MARC CHRISTIAN CENEDELLA,NY,39498.56,,,,
2293, CARL PASQUALE PALADINO,NY,2080537.3,,,,
2294, NICK LANGWORTHY,NY,673237.93,,,NY-23,97.0
2295, STEVEN WESLEY SR. HOLDEN,NY,106423.57,,,NY-24,68.0
2296, CHOL-AWAN A MAJOK,NY,37392.61,,,,
2297, DANA BALTER,NY,5856.83,,,,
2298, ANDREW KYLE MCCARTHY,NY,59638.62,,,,
2299, MARIO FRATTO,NY,364233.99,,,,
2300, JOHN MURTARI,NY,26595.53,,,,
2301, TIM KO,NY,35230.69,,,,
2302, FLOYD MR. RAYBURN,NY,0.0,,,,
2303, CLAUDIA TENNEY,NY,3583538.59,,,NY-24,97.0
2304, JOHN M KATKO,NY,1111253.8,,,,
2305, JOSEPH D MORELLE,NY,2280942.8,,,NY-25,94.0
2306, ROBIN WILT,NY,0.0,,,,
2307, LA'RON DESMOND SINGLETARY,NY,703599.57,,,NY-25,83.0
2308, EMIN EGRIU,NY,101405.42,,,,
2309, BRIAN HIGGINS,NY,1843302.87,,,NY-26,96.0
2310, STEVEN LYNN MR II SAMS,NY,36659.11,,,NY-26,65.0
2311, NATHAN MCMURRAY,NY,20533.29,,,,
2312, BETH PARLATO,NY,0.0,,,,
2313, DUANE JAMES WHITMER,NY,0.0,,,,
2314, ERIC JJ MASSA,NY,330.0,,,,
2315, JOHN J LAFALCE,NY,52041.05,,,,
2316, KATE SCHRODER,OH,14461.93,,,,
2317, GREG LANDSMAN,OH,2659150.16,,,OH-1,96.0
2318, FREDERICK LOUIS III KUNDRATA,OH,0.0,,,,
2319, AFTAB PUREVAL,OH,0.0,,,,
2320, BRENT W CENTERS,OH,83734.3,,,,
2321, STEVE CHABOT,OH,2220935.8,,,OH-1,96.0
2322, KEVIN KAHN,OH,3976.6,,,,
2323, JAIME CASTLE,OH,10308.3,,,,
2324, SAMANTHA MEADOWS,OH,28330.05,,,OH-2,97.0
2325, ALAN DARNOWSKY,OH,12812.75,,,,
2326, MAREK TYSZKIEWICZ,OH,0.0,,,,
2327, BRAD DR. WENSTRUP,OH,1637944.69,,,OH-2,84.0
2328, THOMAS E BRINKMAN,OH,0.0,,,,
2329, PHILIP M MR. HEIMLICH,OH,42493.0,,,,
2330, JOYCE BEATTY,OH,1015963.46,,,OH-3,96.0
2331, MATTHEW ALLEN MEADE,OH,3676.61,,,OH-7,65.0
2332, CHRIS LONG,OH,0.0,,,,
2333, ERIC T VENNON,OH,0.0,,,,
2334, JEFFREY ALAN SITES,OH,916816.42,,,,
2335, TAMIE WILSON,OH,168923.82,,,OH-4,96.0
2336, TAMARA WILSON,OH,168923.82,,,OH-4,77.0
2337, JAMES D. JORDAN,OH,12607989.09,,,OH-4,69.0
2338, CRAIG STEPHEN SWARTZ,OH,54692.3,,,OH-5,73.0
2339, MARTIN MATHIAS MR. III HEBERLING,OH,13245.06,,,,
2340, ROBERT EDWARD LATTA,OH,1292012.13,,,,
2341, LOUIS GEORGE LYRAS,OH,130506.12,,,OH-6,79.0
2342, BILL JOHNSON,OH,1516890.23,,,OH-6,96.0
2343, MICHAEL S. MORGENSTERN,OH,6538.12,,,,
2344, JOYCE HEALY-ABRAMS,OH,0.0,,,,
2345, TRISTAN RADER,OH,5557.07,,,,
2346, MATTHEW DIEMER,OH,276778.53,,,OH-7,97.0
2347, ROBERT GIBBS,OH,853756.43,,,,
2348, MATTHEW SHOEMAKER,OH,106236.0,,,OH-7,75.0
2349, DANTE SABATUCCI,OH,15787.87,,,,
2350, MAX MILLER,OH,2937312.38,,,OH-7,95.0
2351, STEVE C AUSTRIA,OH,3600.0,,,OH-1,64.0
2352, VANESSA ENOCH,OH,0.0,,,OH-8,96.0
2353, PHIL HEIMLICH,OH,42493.0,,,,
2354, WARREN DAVIDSON,OH,1026539.76,,,OH-8,97.0
2355, MARCY KAPTUR,OH,3741300.53,,,OH-9,96.0
2356, J R MAJEWSKI,OH,1152042.12,,,OH-9,85.0
2357, THERESA GAVARONE,OH,289265.44,,,,
2358, CRAIG RIEDEL,OH,617690.52,,,,
2359, YOUSEFF MILAD BADDAR,OH,6218.34,,,,
2360, ERIC MOYER,OH,0.0,,,,
2361, BAXTER STAPLETON,OH,9294.62,,,,
2362, DAVID ESRATI,OH,45453.15,,,OH-10,96.0
2363, MICHAEL R REP. TURNER,OH,996657.55,,,OH-10,61.0
2364, NINA TURNER,OH,7530070.17,,,OH-10,70.0
2365, M SHONTEL BROWN,OH,4320264.06,,,OH-11,90.0
2366, JEFFREY DAVID JOHNSON,OH,6227.42,,,,
2367, JOHN E JR BARNES,OH,16600.31,,,,
2368, SHIRLEY A MS SMITH,OH,23559.72,,,,
2369, BRYAN FLANNERY,OH,141772.99,,,,
2370, SETH COREY,OH,60939.46,,,,
2371, MARCIA L. FUDGE,OH,219603.39,,,,
2372, JOSHUA A MANDEL,OH,7627692.65,,,,
2373, LAVERNE GORE,OH,46336.55,,,,
2374, JONAH SCHULZ,OH,76500.9,,,,
2375, FELICIA WASHINGTON ROSS,OH,5682.0,,,,
2376, BEVERLY A. GOLDSTEIN,OH,0.0,,,,
2377, ALAINA SHEARER,OH,38569.14,,,,
2378, DANIEL JAY JR. O'CONNOR,OH,328447.11,,,,
2379, BRANDON LAPE,OH,489.2,,,,
2380, PATRICK J. TIBERI,OH,372070.35,,,OH-11,62.0
2381, WILLIAM TROY BALDERSON,OH,1497659.76,,,OH-12,76.0
2382, JOHN STEWART,OH,1856.2,,,,
2383, ERIC SCOTT JONES,OH,0.0,,,,
2384, EMILIA SYKES,OH,2464050.33,,,OH-13,96.0
2385, TIMOTHY RYAN,OH,1438219.02,,,,
2386, ROBERT SANTOS,OH,3549.0,,,,
2387, RYAN SAYLOR,OH,17289.27,,,,
2388, MADISON GESIOTTO GILBERT,OH,2179566.38,,,OH-13,98.0
2389, SHAY HAWKINS,OH,149154.09,,,,
2390, CHARLIE GADDIS,OH,25069.91,,,,
2391, GREGORY WHEELER,OH,204130.04,,,,
2392, JANET L FOLGER PORTER,OH,59056.5,,,,
2393, JONAH SCHULZ,OH,76500.9,,,,
2394, CHRIS DEPIZZO,OH,0.0,,,,
2395, CHRISTINA HAGAN,OH,14624.38,,,,
2396, HILLARY O'CONNOR MUERI,OH,4798.48,,,,
2397, MATTHEW KILBOY,OH,90244.74,,,OH-14,85.0
2398, BRENDEN P. KELLEY,OH,375831.05,,,,
2399, DAVID P JOYCE,OH,1362001.76,,,OH-14,93.0
2400, PATRICK EUGENE MR. AWTREY,OH,6814.58,,,,
2401, MICHAEL STINZIANO,OH,0.0,,,,
2402, ALLISON RUSSO,OH,978556.95,,,,
2403, GREG BETTS,OH,9489.3,,,,
2404, GARY JOSEPHSON,OH,41037.94,,,OH-15,97.0
2405, RONALD E HOOD,OH,283849.4,,,,
2406, DEBORAH D. PRYCE,OH,0.0,,,,
2407, BOB PETERSON,OH,590625.88,,,,
